"Central.Air","Lot.Shape","Garage.Cars","Overall.Qual","TotRms.AbvGrd","Gr.Liv.Area","Garage.Area","Fireplaces","Yr.Sold","SalePrice"
"Y","Reg",2,6,7,1522,552,1,2007,182000
"Y","IR1",2,6,8,2060,521,1,2007,211000
"Y","IR1",2,5,6,1325,576,1,2007,216000
"Y","IR1",2,5,6,1630,649,1,2007,130000
"N","Reg",1,4,4,1242,336,0,2007,109900
"Y","IR1",2,6,6,2422,527,2,2007,255000
"Y","Reg",2,6,7,2158,576,1,2007,243000
"Y","Reg",1,6,6,1626,332,0,2007,154000
"Y","Reg",1,5,6,864,399,0,2007,118000
"N","IR1",1,4,5,943,308,0,2007,80000
"Y","IR1",0,4,8,1440,0,0,2007,150000
"Y","IR1",0,4,5,605,0,0,2007,86000
"Y","Reg",1,5,5,1038,264,0,2007,130000
"Y","Reg",1,5,7,1342,256,0,2007,125000
"N","Reg",1,5,7,1480,253,1,2007,136500
"N","Reg",1,4,7,1362,280,0,2007,96000
"Y","Reg",1,5,7,1340,252,1,2007,120000
"Y","Reg",2,6,7,1822,515,1,2007,228500
"Y","IR1",2,7,6,1442,719,1,2007,179900
"Y","Reg",3,7,8,2243,746,1,2007,225000
"Y","IR1",2,7,8,2730,576,1,2007,301000
"Y","IR1",3,7,8,2127,833,1,2007,238000
"Y","Reg",2,7,7,1982,575,1,2007,228500
"Y","Reg",2,7,7,1958,499,1,2007,220000
"Y","Reg",3,7,10,2696,792,1,2007,383970
"Y","Reg",3,8,11,2828,1052,1,2007,424870
"Y","Reg",3,8,7,1651,870,1,2007,250000
"Y","IR1",3,8,8,2140,894,0,2007,360000
"Y","IR1",3,7,7,1494,840,1,2007,279500
"Y","IR1",2,7,6,1316,440,1,2007,200141
"Y","IR1",3,8,7,1651,870,1,2007,246500
"Y","IR1",3,8,10,2574,868,1,2007,276000
"Y","Reg",2,7,6,1274,508,0,2007,203000
"Y","IR1",2,7,8,1456,440,1,2007,155835
"Y","Reg",3,7,5,1240,826,0,2007,194000
"Y","Reg",2,7,6,1208,628,0,2007,195400
"Y","IR1",3,7,7,1546,796,0,2007,217000
"Y","Reg",2,8,7,1500,674,1,2007,212999
"Y","Reg",2,7,6,1270,524,0,2007,175900
"Y","Reg",2,7,7,1795,578,0,2007,191000
"Y","IR1",2,6,6,1314,440,1,2007,176432
"Y","IR1",2,7,7,2062,454,1,2007,277000
"Y","IR1",2,7,7,1873,619,1,2007,207000
"Y","IR2",2,6,7,2144,389,2,2007,277000
"Y","IR2",2,6,9,1953,501,2,2007,240000
"Y","IR1",2,6,9,2087,444,0,2007,187500
"Y","IR1",2,8,5,1743,529,2,2007,279000
"Y","IR2",2,5,6,1022,747,0,2007,139500
"Y","Reg",1,5,5,990,299,0,2007,126000
"Y","IR2",2,6,6,1200,521,0,2007,177500
"Y","IR1",2,6,6,1308,497,0,2007,175000
"Y","IR1",2,6,7,1796,546,0,2007,211000
"Y","IR2",1,5,5,990,384,0,2007,146000
"Y","IR2",1,5,6,1097,242,0,2007,147900
"Y","Reg",0,4,5,990,0,0,2007,123600
"Y","IR1",2,6,7,1786,684,0,2007,204750
"Y","IR2",2,7,7,1873,597,1,2007,235500
"Y","IR2",2,7,7,1753,534,1,2007,217000
"Y","IR1",2,7,7,1690,517,0,2007,190550
"Y","Reg",2,7,7,1842,486,1,2007,217500
"Y","IR1",2,7,7,1479,558,0,2007,226000
"Y","Reg",2,7,8,1668,500,0,2007,180000
"Y","IR1",2,5,5,894,440,0,2007,131000
"Y","IR1",2,5,6,1025,370,1,2007,153500
"Y","Reg",2,5,6,1009,576,1,2007,160000
"Y","IR1",2,5,5,1040,748,0,2007,134900
"Y","IR1",1,5,5,907,308,0,2007,130000
"Y","Reg",2,5,5,879,440,0,2007,120000
"Y","Reg",2,5,5,882,461,0,2007,112500
"Y","Reg",2,5,5,969,440,0,2007,122000
"Y","Reg",2,5,5,864,576,0,2007,127000
"Y","Reg",2,4,5,875,728,0,2007,117000
"Y","Reg",3,8,8,2000,888,0,2007,305900
"Y","Reg",2,8,7,2169,647,1,2007,228500
"Y","Reg",2,7,7,1673,583,1,2007,270000
"Y","Reg",2,7,6,1459,527,1,2007,192000
"Y","Reg",2,7,7,1932,610,1,2007,213000
"Y","Reg",2,7,7,1729,542,0,2007,200000
"Y","IR3",2,8,9,2452,683,1,2007,267000
"Y","Reg",2,8,7,1592,484,1,2007,228000
"Y","Reg",2,8,7,2439,560,1,2007,275000
"Y","IR3",2,7,7,1992,608,2,2007,211000
"Y","IR1",3,9,7,1668,702,1,2007,285000
"Y","Reg",2,8,8,2090,556,1,2007,240000
"Y","Reg",2,6,3,848,420,0,2007,131500
"Y","IR2",2,8,5,1341,482,1,2007,246900
"Y","Reg",2,7,8,1928,434,1,2007,219500
"Y","Reg",2,7,6,1337,531,0,2007,185000
"Y","IR1",2,7,7,1476,552,0,2007,179400
"Y","IR1",2,7,8,1797,639,0,2007,213500
"Y","Reg",2,7,7,1422,626,0,2007,179600
"Y","Reg",2,7,5,1190,578,0,2007,173500
"Y","Reg",2,6,6,1330,437,1,2007,167840
"Y","Reg",2,7,7,1491,484,1,2007,168675
"Y","IR1",2,5,6,1536,400,0,2007,167000
"Y","Reg",2,5,6,1214,461,0,2007,140000
"Y","Reg",1,5,4,936,384,1,2007,118500
"Y","Reg",2,4,4,1088,520,0,2007,110000
"Y","Reg",1,4,6,960,432,0,2007,94750
"Y","Reg",2,5,7,1351,576,1,2007,122000
"Y","Reg",2,6,5,1179,622,0,2007,110000
"Y","Reg",0,6,5,816,0,0,2007,118500
"Y","Reg",2,6,7,1044,528,1,2007,133500
"Y","IR1",1,6,6,1113,504,1,2007,148000
"Y","IR1",2,5,11,2233,579,0,2007,141000
"Y","Reg",2,5,5,1125,430,0,2007,155000
"Y","Reg",2,5,5,1090,450,0,2007,157000
"Y","Reg",2,5,6,1408,489,0,2007,171500
"Y","IR1",3,10,15,5095,1154,2,2007,183850
"Y","IR1",3,10,11,4676,884,1,2007,184750
"Y","Reg",2,6,5,1072,525,0,2007,140000
"Y","Reg",1,5,4,960,392,0,2007,131750
"N","Reg",0,4,6,1152,0,0,2007,61500
"Y","Reg",1,4,5,948,248,0,2007,111000
"N","Reg",0,5,8,1195,0,0,2007,98500
"Y","Reg",0,3,6,774,0,0,2007,79000
"Y","Reg",1,6,4,865,216,1,2007,108500
"Y","Reg",2,4,5,894,400,0,2007,110000
"N","Reg",1,4,6,1346,384,0,2007,112000
"Y","Reg",1,4,4,768,355,1,2007,125000
"Y","Reg",2,4,5,864,528,0,2007,79275
"Y","Reg",1,4,5,948,280,1,2007,119000
"Y","Reg",0,6,14,3395,0,0,2007,200000
"N","Reg",0,5,12,2592,0,0,2007,150000
"Y","Reg",1,6,7,1502,180,2,2007,165000
"N","Reg",1,5,5,789,200,0,2007,96500
"Y","Reg",1,5,6,1422,352,0,2007,136500
"Y","Reg",1,6,8,1298,240,1,2007,146500
"Y","Reg",1,5,7,1768,240,2,2007,175000
"Y","Reg",1,7,5,1098,216,1,2007,148500
"N","Reg",1,6,7,1436,228,1,2007,141500
"Y","Reg",1,7,7,1426,216,1,2007,189950
"Y","Reg",1,6,6,1461,225,1,2007,135000
"Y","Reg",1,7,7,1646,240,2,2007,164000
"N","Reg",1,5,4,694,352,1,2007,90350
"Y","Reg",2,5,8,1250,552,1,2007,139000
"Y","Reg",1,5,5,954,240,1,2007,119750
"N","IR1",2,6,8,1958,492,0,2007,145000
"N","Reg",3,5,8,2002,871,0,2007,145000
"Y","Reg",2,7,8,1718,264,1,2007,238000
"Y","IR2",2,5,7,1226,400,1,2007,153500
"N","IR1",3,6,10,2624,864,1,2007,239000
"Y","Reg",2,8,10,3194,380,2,2007,359100
"Y","IR1",1,4,7,1755,231,1,2007,188000
"Y","IR1",2,6,7,1991,432,1,2007,220000
"Y","IR1",2,5,5,1355,528,0,2007,140000
"Y","Reg",2,8,10,2727,440,2,2007,315000
"Y","IR1",1,6,9,2320,180,1,2007,259500
"Y","Reg",2,6,7,1839,416,2,2007,257500
"Y","Reg",1,7,6,1740,240,2,2007,219500
"Y","Reg",2,6,7,2259,450,2,2007,217000
"Y","IR1",2,6,6,1560,580,3,2007,201000
"Y","IR1",2,6,7,1488,552,2,2007,215000
"Y","Reg",2,6,5,1045,462,1,2007,123900
"Y","IR2",2,4,7,1680,628,0,2007,170000
"Y","IR1",2,8,4,1020,509,0,2007,200000
"Y","IR1",2,7,7,1696,625,2,2007,198000
"Y","IR1",2,6,9,2515,484,2,2007,200624
"Y","IR1",2,8,6,2726,691,1,2007,315000
"N","Reg",0,5,7,1517,0,0,2007,115000
"Y","Reg",2,6,6,1215,720,0,2007,141000
"N","Reg",2,5,5,803,360,0,2007,87000
"Y","Reg",0,5,6,1601,0,0,2007,129850
"Y","Reg",1,4,4,1123,264,0,2007,100000
"Y","Reg",1,5,5,816,100,0,2007,75200
"Y","Reg",1,6,6,1012,308,1,2007,118400
"Y","Reg",1,5,6,1077,338,0,2007,67000
"Y","Reg",1,5,6,1558,282,0,2007,152000
"Y","Reg",1,2,4,845,256,0,2007,68104
"N","Reg",0,5,9,1991,0,0,2007,119600
"Y","Reg",2,4,6,1073,720,0,2007,140000
"Y","Reg",1,5,5,1001,216,0,2007,124900
"Y","IR1",2,8,5,1625,495,1,2007,375000
"Y","IR1",2,8,5,1625,538,1,2007,235000
"Y","IR1",2,6,5,1299,486,1,2007,183500
"Y","IR1",2,6,5,912,470,1,2007,156000
"Y","Reg",2,6,5,1080,484,0,2007,134000
"Y","Reg",3,5,6,1392,650,1,2007,215000
"Y","IR1",2,7,4,1409,576,1,2007,245000
"Y","IR1",2,7,6,1478,506,1,2007,210000
"Y","IR1",1,7,4,918,360,0,2007,148000
"Y","IR1",2,6,5,1026,528,1,2007,143000
"Y","IR1",2,7,5,1501,512,2,2007,244000
"Y","IR1",1,7,5,1502,286,1,2007,330000
"Y","Reg",1,5,5,1328,308,2,2007,170000
"Y","Reg",2,6,7,2279,461,1,2007,257000
"Y","IR1",2,7,7,1689,433,0,2007,231713
"Y","IR1",2,8,6,1564,502,1,2007,267300
"Y","IR1",2,8,6,1484,472,1,2007,265900
"Y","IR1",3,8,7,1571,722,1,2007,239000
"Y","IR1",3,8,6,1646,870,1,2007,248900
"Y","Reg",2,7,6,1240,528,0,2007,174000
"Y","IR1",2,7,7,1717,400,1,2007,187500
"Y","IR1",2,6,7,1756,422,0,2007,204000
"Y","IR1",2,8,5,1312,471,0,2007,180500
"Y","IR1",2,7,6,1146,438,1,2007,187500
"Y","Reg",3,8,6,1922,692,1,2007,282000
"Y","IR1",2,6,7,1491,571,1,2007,178000
"Y","Reg",3,8,9,1629,808,1,2007,270000
"Y","IR1",2,7,10,2486,452,1,2007,279900
"Y","Reg",3,5,5,1572,995,2,2007,186700
"Y","IR1",3,8,7,1776,712,1,2007,283463
"Y","IR1",3,10,8,1824,932,1,2007,392000
"Y","IR1",3,8,9,2482,642,1,2007,281213
"Y","Reg",0,5,6,1120,0,0,2007,147000
"Y","Reg",4,3,9,2034,1041,0,2007,130000
"Y","IR1",2,6,3,936,460,0,2007,140000
"Y","Reg",2,4,5,1040,648,0,2007,132250
"Y","Reg",2,5,8,1632,576,0,2007,143000
"Y","Reg",4,4,7,1622,1356,1,2007,168000
"Y","Reg",2,5,6,1060,572,1,2007,129900
"Y","Reg",2,5,6,1142,528,1,2007,134000
"Y","Reg",1,4,5,1092,253,0,2007,85500
"Y","Reg",1,4,4,992,297,0,2007,106500
"Y","Reg",0,4,5,1092,0,0,2007,93900
"Y","Reg",1,4,6,1092,286,0,2007,75000
"Y","Reg",0,4,3,630,0,0,2007,84500
"Y","Reg",1,4,6,1092,286,0,2007,75190
"Y","IR1",2,6,5,1062,539,2,2007,146800
"Y","Reg",2,5,4,1008,678,1,2007,153500
"Y","IR1",2,6,6,1356,528,1,2007,188000
"Y","IR1",2,5,6,1676,672,2,2007,196000
"Y","IR1",2,5,6,1432,531,1,2007,157000
"Y","Reg",0,5,5,796,0,0,2007,138000
"Y","Reg",2,5,5,768,624,0,2007,129500
"N","Reg",1,4,6,1608,444,0,2007,80000
"Y","Reg",2,4,4,845,360,0,2007,129500
"Y","IR2",2,5,6,1178,502,0,2007,135000
"Y","Reg",1,5,5,816,264,0,2007,124500
"Y","IR1",1,5,4,816,264,0,2007,139000
"Y","Reg",0,5,5,974,0,0,2007,93500
"Y","Reg",1,5,5,887,288,0,2007,124500
"Y","IR1",2,6,5,1293,452,0,2006,149900
"Y","IR1",1,6,5,1024,313,2,2006,157500
"Y","IR1",3,5,7,1797,963,1,2006,169000
"Y","IR1",2,6,4,1390,550,2,2006,252000
"Y","Reg",2,7,8,1851,506,1,2006,192100
"Y","IR1",2,6,6,1525,400,1,2006,183500
"Y","IR1",2,7,8,2236,642,1,2006,222000
"Y","IR2",2,6,7,1671,423,1,2006,170000
"Y","IR2",2,6,6,1498,409,1,2006,187500
"Y","IR1",2,6,7,1776,443,1,2006,202000
"Y","IR1",2,6,8,1511,413,1,2006,185000
"Y","IR1",2,7,9,2462,576,1,2006,320000
"Y","IR1",3,7,7,1670,690,1,2006,240000
"Y","IR1",2,8,7,2064,527,1,2006,250000
"Y","IR1",3,8,8,1801,800,1,2006,239900
"Y","IR1",3,7,9,2212,773,1,2006,309000
"Y","IR3",2,7,9,2021,422,1,2006,274725
"Y","IR1",2,8,9,2687,618,0,2006,270000
"Y","IR1",2,6,6,1169,402,1,2006,183500
"Y","IR1",2,6,6,1501,420,1,2006,165600
"Y","IR1",2,7,8,1632,462,1,2006,176500
"Y","IR1",2,8,5,1204,461,0,2006,130000
"Y","IR1",2,7,5,1767,504,1,2006,239000
"Y","IR1",2,8,5,1742,564,1,2006,275000
"Y","IR1",3,9,11,2798,670,1,2006,457347
"Y","IR1",3,10,10,3390,758,1,2006,545224
"Y","IR1",3,9,11,2473,675,1,2006,356383
"Y","IR1",3,9,11,2868,716,1,2006,556581
"Y","IR1",3,8,10,2576,666,1,2006,361919
"Y","IR1",3,10,11,2698,736,1,2006,535000
"Y","IR1",3,9,10,2795,660,1,2006,401179
"Y","IR2",3,10,10,2945,641,1,2006,438780
"Y","IR2",2,5,7,2320,672,1,2006,169000
"N","Reg",2,5,5,1056,572,0,2006,145000
"Y","Reg",2,9,7,1714,517,1,2006,318000
"Y","IR1",3,8,7,1826,758,1,2006,319000
"Y","IR1",3,9,8,2000,722,2,2006,470000
"Y","Reg",2,7,8,1621,440,0,2006,202500
"Y","IR1",3,7,9,2183,786,0,2006,229000
"Y","IR1",2,7,9,2263,539,1,2006,235000
"Y","IR1",2,6,6,1574,566,1,2006,190000
"Y","IR1",2,6,5,1102,582,1,2006,169000
"Y","Reg",2,7,6,1872,604,1,2006,241500
"Y","Reg",2,7,8,1857,482,1,2006,188900
"Y","Reg",2,6,7,1686,612,1,2006,207500
"Y","IR1",2,7,12,2784,564,2,2006,250000
"Y","Reg",2,6,6,1552,434,1,2006,179900
"Y","IR1",2,7,5,1083,596,1,2006,172000
"Y","IR1",2,7,8,2318,541,1,2006,294323
"Y","Reg",2,6,8,1875,485,1,2006,184500
"Y","Reg",2,5,6,1074,495,0,2006,153500
"Y","Reg",2,7,8,1664,528,1,2006,162900
"Y","Reg",2,6,5,1309,484,1,2006,181000
"Y","Reg",2,6,6,1103,462,0,2006,155000
"Y","IR1",1,5,6,1096,299,0,2006,138800
"Y","Reg",1,4,5,864,280,0,2006,116050
"Y","IR1",0,4,5,858,0,0,2006,88000
"Y","Reg",2,4,5,874,576,0,2006,97500
"Y","IR2",2,6,4,1419,543,0,2006,190000
"Y","Reg",2,6,6,1092,440,0,2006,105500
"Y","Reg",2,5,7,1365,440,1,2006,125500
"Y","Reg",1,6,5,987,264,0,2006,83000
"Y","Reg",1,6,6,1030,264,0,2006,116000
"Y","Reg",0,6,7,1218,0,0,2006,91500
"Y","Reg",1,6,7,1218,264,0,2006,118000
"Y","Reg",1,6,5,948,264,0,2006,89000
"Y","Reg",1,6,6,1092,264,0,2006,108000
"Y","Reg",1,6,5,987,288,1,2006,94500
"Y","Reg",2,6,4,1069,440,1,2006,146300
"Y","Reg",1,5,6,1387,300,1,2006,145000
"Y","Reg",1,5,6,900,288,1,2006,123000
"Y","Reg",1,7,4,1055,319,0,2006,137500
"Y","Reg",2,6,6,1456,460,1,2006,144000
"Y","Reg",3,9,8,1980,770,1,2006,315000
"Y","IR1",3,9,11,2589,831,1,2006,412083
"Y","Reg",3,9,9,2596,840,0,2006,342643
"Y","Reg",3,8,6,1618,880,1,2006,252000
"Y","Reg",3,10,7,2076,850,1,2006,465000
"Y","Reg",3,7,8,1740,874,0,2006,293000
"Y","IR1",3,9,7,1868,1085,1,2006,415000
"Y","IR1",3,9,8,1850,772,1,2006,326000
"Y","IR1",3,8,9,2376,853,1,2006,325300
"Y","Reg",3,8,9,2452,691,1,2006,309000
"Y","IR1",3,9,10,2206,670,1,2006,300000
"Y","Reg",3,8,8,2098,878,1,2006,275500
"Y","IR1",2,9,8,2091,521,1,2006,338500
"Y","IR1",3,9,11,2324,736,2,2006,345000
"Y","IR1",2,8,8,2253,575,1,2006,344133
"Y","IR1",3,8,10,2389,672,1,2006,298236
"Y","IR1",3,8,10,2358,784,1,2006,329900
"Y","IR1",3,9,8,1944,708,3,2006,360000
"Y","IR1",3,8,8,1970,753,1,2006,281000
"Y","IR1",3,9,6,1792,925,1,2006,372397
"Y","IR1",3,9,7,1780,816,1,2006,378000
"Y","IR1",3,9,6,1792,874,1,2006,374000
"Y","IR2",3,9,10,2728,706,2,2006,437154
"Y","Reg",2,8,8,1904,736,1,2006,275000
"Y","IR1",3,8,9,1914,746,1,2006,279000
"Y","IR1",2,7,6,1364,484,1,2006,185850
"Y","Reg",2,9,6,1565,556,1,2006,282500
"Y","IR1",2,7,6,1368,474,1,2006,202500
"Y","IR1",2,7,6,1368,474,1,2006,202665
"Y","Reg",3,9,6,1686,899,1,2006,332200
"Y","Reg",2,9,6,1666,575,1,2006,310090
"Y","IR1",2,7,6,1405,478,1,2006,171750
"Y","Reg",2,6,6,1316,397,1,2006,169990
"Y","Reg",2,6,8,1456,390,1,2006,170440
"Y","Reg",2,7,8,1492,440,0,2006,169985
"Y","IR1",2,7,7,1496,426,1,2006,179665
"Y","IR1",3,7,9,1863,660,1,2006,219210
"Y","IR1",2,6,6,1326,427,0,2006,174190
"Y","IR1",2,6,8,1456,429,0,2006,172785
"Y","IR1",3,8,9,2373,632,1,2006,258000
"Y","IR1",2,7,8,1492,440,0,2006,185101
"Y","Reg",2,7,6,1364,437,1,2006,210250
"Y","Reg",2,7,7,1557,420,1,2006,234000
"Y","Reg",2,8,7,1456,400,1,2006,215000
"Y","Reg",2,7,5,1511,398,1,2006,246990
"Y","Reg",2,7,6,1414,398,1,2006,178740
"Y","Reg",2,7,7,1548,388,1,2006,225000
"Y","Reg",2,7,5,1248,438,0,2006,167240
"Y","Reg",2,7,6,1142,440,0,2006,156820
"Y","Reg",2,7,6,1506,440,1,2006,213490
"Y","Reg",3,8,7,1567,648,1,2006,264561
"Y","Reg",3,7,6,1500,648,1,2006,246578
"Y","IR3",2,5,7,1838,372,1,2006,192140
"Y","IR1",2,6,7,1509,393,1,2006,183200
"Y","IR1",2,8,6,1414,403,1,2006,178000
"Y","IR1",2,7,7,1598,433,1,2006,201490
"Y","IR1",2,8,7,1936,504,1,2006,230500
"Y","Reg",2,7,8,1509,393,1,2006,180000
"Y","IR1",2,6,7,1664,460,1,2006,172400
"Y","IR1",2,6,9,1889,431,1,2006,215000
"Y","IR1",2,7,10,1886,431,1,2006,199900
"Y","IR1",2,6,7,1671,472,1,2006,173000
"Y","IR1",3,7,8,2322,617,0,2006,287602
"Y","IR1",2,7,8,2291,429,1,2006,230000
"Y","Reg",3,8,7,2392,870,1,2006,348000
"Y","IR1",3,8,7,1976,885,1,2006,286000
"Y","Reg",3,8,7,2234,768,1,2006,300000
"Y","IR1",3,10,10,3627,807,1,2006,625000
"Y","IR1",3,9,9,2855,774,1,2006,405000
"Y","IR1",2,8,7,1924,592,1,2006,280000
"Y","Reg",2,8,10,2263,420,1,2006,258000
"Y","IR1",3,8,9,2726,725,1,2006,350000
"Y","IR1",3,9,11,3500,959,1,2006,584500
"Y","IR1",3,8,9,2494,803,1,2006,321000
"Y","Reg",3,8,8,2526,844,1,2006,290000
"Y","IR1",3,8,8,2799,704,1,2006,315000
"Y","IR1",2,8,8,1964,760,1,2006,252000
"Y","IR1",3,8,6,1670,928,1,2006,336820
"Y","IR2",3,8,8,2097,1134,1,2006,423000
"Y","IR1",2,8,8,1660,500,1,2006,290000
"Y","Reg",3,7,7,1616,834,0,2006,232000
"Y","Reg",2,8,7,1504,510,0,2006,199000
"Y","Reg",2,8,5,1278,584,0,2006,198600
"Y","Reg",3,9,11,2640,792,1,2006,405749
"Y","Reg",2,8,7,1489,776,1,2006,232600
"Y","Reg",3,8,8,1939,1053,1,2006,266000
"Y","Reg",2,7,6,1553,615,0,2006,186500
"Y","Reg",2,6,7,1716,615,0,2006,200825
"Y","Reg",2,7,6,1576,614,0,2006,197000
"Y","Reg",2,6,5,1262,572,0,2006,185000
"Y","Reg",2,7,6,1266,453,1,2006,176000
"Y","Reg",2,7,5,1301,572,1,2006,187750
"Y","IR1",0,6,5,1142,0,0,2006,139500
"Y","IR1",2,7,6,1400,612,0,2006,186800
"Y","Reg",0,6,6,1131,0,0,2006,132000
"Y","Reg",2,6,6,1141,484,0,2006,142500
"Y","Reg",2,6,5,1158,576,0,2006,158000
"Y","Reg",2,7,8,1686,462,0,2006,184000
"Y","IR1",2,7,7,1585,449,0,2006,184900
"Y","IR1",2,6,7,1837,688,0,2006,187000
"Y","Reg",2,6,7,1603,484,0,2006,175900
"Y","IR2",2,6,7,1731,462,0,2006,248500
"Y","Reg",2,6,5,1398,542,0,2006,172000
"Y","Reg",2,6,5,1217,484,0,2006,151000
"Y","IR1",2,6,6,1320,472,0,2006,150000
"Y","Reg",1,4,5,1056,384,0,2006,107000
"Y","Reg",1,5,6,965,300,0,2006,119900
"Y","Reg",2,5,6,988,624,0,2006,129500
"Y","Reg",2,5,10,1728,504,0,2006,125000
"Y","Reg",2,6,10,1654,528,0,2006,119500
"Y","IR1",2,5,6,1211,576,1,2006,144000
"Y","IR1",2,6,6,1212,492,1,2006,151000
"Y","IR1",1,5,5,984,310,0,2006,126000
"Y","Reg",1,5,5,909,294,0,2006,116000
"Y","IR1",2,5,5,925,484,0,2006,133500
"Y","IR1",1,5,5,1024,308,0,2006,120875
"Y","IR1",1,5,5,935,288,0,2006,137000
"N","IR1",0,5,6,912,0,0,2006,124000
"Y","Reg",1,5,6,1236,288,1,2006,135000
"Y","IR1",1,5,6,941,288,1,2006,129200
"Y","IR1",2,7,9,2646,550,4,2006,260000
"Y","Reg",2,8,9,2417,462,1,2006,260000
"Y","Reg",3,8,9,2826,888,3,2006,334000
"Y","IR1",3,8,10,2520,796,1,2006,310000
"Y","IR1",2,7,9,2295,590,1,2006,268000
"Y","Reg",3,8,5,1624,757,1,2006,262000
"Y","Reg",2,7,5,1143,588,1,2006,176400
"Y","IR1",2,8,4,1247,550,1,2006,197000
"Y","Reg",2,7,4,1200,480,0,2006,151000
"Y","Reg",2,7,4,1223,480,0,2006,147400
"Y","Reg",2,7,4,1223,480,0,2006,149900
"Y","Reg",2,7,4,1200,480,0,2006,144152
"Y","Reg",2,6,4,1524,440,0,2006,166000
"Y","Reg",2,7,6,1452,506,0,2006,183900
"Y","Reg",2,7,6,1382,490,0,2006,165000
"Y","IR1",2,7,4,1080,496,0,2006,139000
"Y","IR1",1,7,6,1694,434,1,2006,200000
"Y","IR1",2,8,6,1568,564,1,2006,221000
"Y","IR1",2,8,6,1494,481,1,2006,270000
"Y","IR1",2,6,6,1208,546,1,2006,165000
"Y","IR1",2,8,4,1235,484,3,2006,214000
"Y","IR1",2,8,4,1036,484,1,2006,188000
"Y","IR1",2,8,4,1226,484,1,2006,190000
"Y","IR1",2,8,4,1226,484,1,2006,170000
"Y","IR1",3,9,5,1842,894,1,2006,385000
"Y","IR1",2,5,6,1193,501,0,2006,146500
"Y","IR1",2,7,8,1920,487,1,2006,170000
"Y","IR2",2,7,9,2156,508,1,2006,262500
"Y","Reg",2,6,7,1416,776,1,2006,179900
"Y","IR1",2,6,9,2654,619,1,2006,250000
"Y","Reg",2,6,8,1790,484,1,2006,165150
"Y","Reg",2,7,7,1334,477,0,2006,164500
"Y","Reg",2,7,6,1164,528,0,2006,140000
"Y","Reg",1,5,6,980,384,0,2006,135500
"Y","Reg",2,5,6,1051,504,0,2006,142000
"Y","Reg",2,5,7,1770,530,0,2006,155000
"Y","Reg",2,6,4,976,504,1,2006,157500
"Y","Reg",1,5,5,1052,288,0,2006,138500
"Y","Reg",1,5,6,898,326,0,2006,140000
"Y","IR1",1,5,6,1051,264,0,2006,124400
"Y","Reg",1,5,6,1141,568,0,2006,158000
"Y","Reg",2,5,6,1200,884,0,2006,146000
"Y","IR1",2,6,8,1993,495,1,2006,190000
"Y","IR1",1,5,6,1050,368,0,2006,136500
"Y","Reg",2,5,5,864,624,0,2006,129900
"Y","Reg",2,5,8,1712,588,0,2006,145000
"Y","Reg",1,6,7,1565,299,2,2006,185900
"Y","Reg",1,6,6,1251,461,2,2006,160000
"Y","IR1",2,6,7,1488,430,1,2006,167000
"Y","Reg",2,5,7,1440,480,1,2006,157500
"Y","Reg",1,6,6,1095,264,0,2006,140000
"Y","Reg",2,5,6,1053,750,0,2006,150000
"Y","Reg",1,5,6,1248,286,0,2006,151500
"Y","Reg",1,6,4,816,240,1,2006,129800
"Y","IR1",1,5,4,1008,275,1,2006,137000
"Y","Reg",1,5,5,1043,273,1,2006,137000
"Y","IR1",1,4,5,1230,305,0,2006,121600
"Y","IR1",0,4,4,869,0,0,2006,85500
"Y","IR1",2,4,5,747,528,0,2006,79900
"Y","IR1",2,5,5,1252,576,0,2006,127000
"Y","Reg",2,5,7,1433,441,1,2006,161000
"Y","Reg",1,5,6,1624,240,1,2006,146500
"Y","Reg",1,5,7,1216,280,0,2006,135000
"N","Reg",2,5,7,2136,528,0,2006,137900
"Y","Reg",1,6,5,1578,240,2,2006,133000
"Y","Reg",1,5,7,1728,234,1,2006,137000
"Y","Reg",1,5,5,936,240,0,2006,121000
"Y","IR1",2,5,8,1584,506,0,2006,119000
"Y","IR1",2,6,6,1246,441,2,2006,172000
"Y","Reg",2,5,6,1235,480,0,2006,98600
"Y","Reg",2,7,8,2157,487,2,2006,226000
"Y","Reg",1,5,5,1128,286,0,2006,118000
"Y","Reg",2,8,8,3112,795,1,2006,235000
"Y","IR1",2,6,5,1008,430,0,2006,135000
"Y","Reg",2,5,6,1190,540,0,2006,132500
"Y","Reg",1,5,6,1144,796,1,2006,143000
"Y","Reg",1,5,6,1364,331,1,2006,132000
"Y","Reg",1,6,7,1383,292,0,2006,145250
"Y","IR1",2,6,7,1336,488,1,2006,162000
"Y","Reg",1,5,6,1370,300,1,2006,148000
"Y","IR1",1,5,6,1092,299,1,2006,141000
"Y","Reg",1,6,6,1124,353,1,2006,153000
"Y","IR1",1,5,6,1236,447,1,2006,134450
"Y","IR1",2,5,4,943,600,2,2006,135960
"Y","Reg",1,6,6,1050,286,0,2006,156000
"Y","Reg",2,6,5,1375,451,1,2006,140000
"Y","Reg",1,5,4,1008,280,0,2006,139500
"Y","Reg",2,6,5,1575,400,1,2006,155000
"Y","Reg",2,5,6,1145,684,0,2006,127000
"Y","Reg",1,5,6,1005,319,1,2006,133500
"Y","Reg",1,5,6,1056,300,0,2006,125000
"Y","Reg",1,5,4,884,270,0,2006,142000
"Y","Reg",3,7,7,2039,791,3,2006,167000
